gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,Cluster,PCA1,PCA2
Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,78.05,78.05,1,0-12,3,-1.15930825317511,1.18548413447446
Female,0,0,0,30,0,No phone service,DSL,No,No,No,Yes,No,Yes,One year,1,Credit card (automatic),40.35,1187.05,0,25-48,1,-0.772368412583984,-0.5545341017633177
Female,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),79.2,5401.9,0,49-72,0,2.0622894082948298,-0.6834210923141647
Female,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.9,247.0,0,0-12,1,-1.8244449259946498,-0.5469067123230199
Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,73.6,520.0,1,0-12,3,-0.9628099766415625,0.9079948426412299
Female,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.75,706.6,1,0-12,3,-0.8432674983311195,0.8837999269048312
Female,0,0,1,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,49.9,49.9,0,0-12,1,-1.622059584761852,0.44480232066417175
Female,0,0,0,20,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),68.9,1370.35,0,13-24,3,-0.4887372356861091,0.43981220898489204
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,20.25,0,0-12,1,-2.1094690690086337,-0.3353474405960435
Female,0,0,0,29,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),76.0,2215.25,0,25-48,3,0.08180953692917801,0.3814974540201027
Male,0,0,0,1,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,74.0,74.0,0,0-12,3,-1.2258852653572165,1.0789206763596586
Male,0,0,0,3,1,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,Mailed check,82.3,214.4,0,0-12,3,-1.0044602089802208,1.2442925525989992
Female,0,0,0,20,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.4,1871.15,0,13-24,3,-0.010806921295202354,0.9662772704507425
Male,0,0,1,64,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),99.15,6171.2,0,49-72,0,2.4252429203377823,0.019173862561431238
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.2,20.2,1,0-12,1,-2.110291007430635,-0.33666303884437415
Female,0,0,0,6,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),29.45,161.45,0,0-12,1,-1.8039471684488757,-0.2204838306747417
Male,0,1,0,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,19.8,1013.2,0,49-72,2,-0.6929596456347441,-1.5857294847597179
Male,0,0,0,6,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),59.15,336.7,0,0-12,3,-1.2730066661268409,0.5570631578741639
Male,0,1,1,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.75,333.65,0,0-12,1,-1.48328404246327,0.15313473185752685
Male,0,1,1,72,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,1,Credit card (automatic),90.8,6511.8,0,49-72,0,2.5752558805857135,-0.4077697794638377
Male,0,1,0,8,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),49.55,393.45,0,0-12,1,-1.3651287423405822,0.25322092572905797
Female,0,1,1,67,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),106.7,7009.5,0,49-72,0,2.8624558489847773,0.12127273962442532
Female,1,1,0,24,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.55,2264.05,1,13-24,3,0.26392752452345297,0.9660840319358228
Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,1,Credit card (automatic),94.45,6921.7,0,49-72,0,2.7544642806795703,-0.32266781776064923
Male,0,1,1,33,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.45,600.25,0,25-48,1,-1.2126607483416485,-1.163411227102064
Male,0,0,0,2,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,25.05,56.35,1,0-12,1,-1.9982681157618103,-0.23462321586402812
Male,0,1,0,70,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,0,Mailed check,67.95,4664.15,0,49-72,0,1.6179537916436464,-0.9104113435395512
Female,0,0,0,22,1,No,DSL,No,Yes,Yes,No,Yes,No,One year,0,Bank transfer (automatic),65.25,1441.8,0,13-24,3,-0.4804811065524188,0.29229060847431587
Female,0,0,0,59,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),99.45,5623.7,0,49-72,0,2.1538801456551346,0.16546772707149243
Male,0,0,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.35,695.85,0,25-48,2,-1.1007465166554289,-1.2164716168620402
Female,0,1,1,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.95,1028.75,0,49-72,2,-0.6628645401203824,-1.6069278511021499
Male,0,1,0,53,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),77.4,4155.95,0,49-72,0,1.2285275504798208,-0.2274077641502309
Female,0,1,1,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.7,395.6,0,13-24,1,-1.569110961541158,-0.8298196123971238
Male,0,1,0,63,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),99.7,6330.4,0,49-72,0,2.4577268545771864,0.05410498112027321
Female,0,0,0,40,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),74.8,2971.7,0,25-48,3,0.5386167919097564,0.05748996740313678
Male,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.15,638.0,0,25-48,2,-1.1602064137841137,-1.2217903169837139
Male,0,1,1,26,1,No,Fiber optic,No,No,No,No,No,Yes,One year,0,Bank transfer (automatic),78.95,2034.25,0,25-48,3,0.006995725818456395,0.5382616200533805
Male,1,1,0,27,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,95.55,2510.2,1,25-48,3,0.437777867341716,0.9379434402594063
Male,0,0,1,53,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,0,Credit card (automatic),62.85,3419.5,0,49-72,2,0.7775146507033224,-0.590812488246437
Male,1,1,0,34,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),71.55,2427.35,0,25-48,3,0.18775195412031173,0.13492656032201192
Female,1,1,0,19,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.95,1760.25,0,13-24,3,0.023147613559932324,1.1401742176282932
Male,0,1,0,43,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),86.1,3551.65,0,25-48,0,0.9605664812716573,0.2653147421429686
Male,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.55,122.9,0,0-12,1,-1.9750978130512766,-0.48020099337367184
Male,0,0,1,56,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.8,1424.2,0,49-72,2,-0.35296967459125667,-1.6134830938709186
Male,0,0,0,57,0,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,39.3,2111.45,1,49-72,2,0.10590951832649058,-1.274801369952483
Male,0,1,1,34,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,84.05,2909.95,0,25-48,3,0.531179110943167,0.4511704976151292
Female,0,0,0,10,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,36.25,374.0,0,0-12,1,-1.5393481077106983,-0.14602379462438572
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,20.25,1,0-12,1,-2.1094690690086337,-0.3353474405960435
Female,0,0,0,13,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,23.9,300.8,1,13-24,1,-1.6908909610843939,-0.5435301378988686
Male,0,0,0,56,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,98.6,5581.05,0,49-72,0,2.0583104241096177,0.2184195871253852
Female,0,1,0,55,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),103.65,5676.65,0,49-72,0,2.144786072774441,0.37358787721539866
Female,0,1,1,36,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),92.9,3379.25,0,25-48,3,0.8579940045904512,0.622174400449402
Male,0,1,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.9,942.95,0,25-48,2,-0.7812900309726127,-1.5070126596302882
Female,0,1,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.1,232.4,0,0-12,1,-1.7954244434003168,-0.6170459239235858
Female,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,85.45,85.45,1,0-12,3,-1.0376613667189147,1.3801926752274314
Male,1,0,0,24,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,80.5,2088.45,0,13-24,3,0.0017041666481232042,0.6270889193481161
Female,0,0,0,63,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Bank transfer (automatic),99.9,6137.0,1,49-72,0,2.4042061038277507,0.06457930553088542
Female,1,0,0,35,0,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,39.85,1434.6,0,25-48,2,-0.5922497407893568,-0.6980207495439121
Female,0,0,0,67,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,0,Credit card (automatic),60.5,3870.0,0,49-72,0,1.1953104351943182,-1.011064900030117
Male,0,0,0,25,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.8,2043.45,1,25-48,3,0.08103508764984195,0.7168270049451357
Male,0,0,0,21,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,103.85,2215.0,0,13-24,3,0.34650033320779877,1.3128867672578617
Female,0,0,0,13,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),67.8,842.25,0,13-24,3,-0.8232317570277283,0.5981705142354838
Male,0,1,0,35,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.2,2576.2,1,25-48,3,0.3134702691953226,0.20232570825342341
Male,1,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.85,1901.0,0,49-72,2,0.134402619444027,-1.9959607804556478
Female,0,0,0,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.35,601.6,0,25-48,1,-1.306320876030421,-1.0671591567069811
Male,0,1,0,71,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,0,Electronic check,49.35,3515.25,1,49-72,2,1.003636536769207,-1.394115510522659
Male,1,1,0,7,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.0,605.45,0,0-12,3,-0.6890980060130761,1.3113132777357115
Female,1,0,0,57,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,55.0,3094.05,0,49-72,2,0.647717929428715,-0.8877335638163385
Male,0,1,0,65,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),76.15,4929.55,0,49-72,0,1.7126703355304922,-0.5779244681429894
Male,0,0,0,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.3,595.05,0,25-48,1,-1.3391256525762993,-0.9924997302209873
Male,0,0,0,6,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.9,469.8,1,0-12,3,-0.9796617760283796,0.9683174110993289
Female,1,0,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),117.35,8436.25,0,49-72,0,3.5686104542170667,0.23971927140775495
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.75,19.75,0,0-12,1,-2.117688453228647,-0.34850342307935217
Male,0,0,0,11,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),45.2,492.0,0,0-12,1,-1.3371118996319231,0.06180196660083801
Male,0,1,1,39,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.2,987.95,0,25-48,2,-0.8673987491691767,-1.1707834092311433
Female,1,0,0,59,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,89.75,5496.9,0,49-72,0,1.9600631627082408,-0.08660586838897377
Male,0,0,0,26,1,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),75.0,1908.35,0,25-48,3,-0.09372148553279828,0.43761239064773194
Male,1,0,0,2,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,49.95,107.1,0,0-12,1,-1.5813575551603816,0.4198488005075583
Female,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),65.7,4575.35,0,49-72,0,1.6017908559822565,-1.0167443918902268
Male,0,1,0,65,1,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,0,Credit card (automatic),67.05,4309.55,0,49-72,0,1.3838197154492238,-0.8009172289733967
Male,0,1,1,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),110.9,7922.75,0,49-72,0,3.3137955208418903,0.08365745804009676
Male,0,0,0,6,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),87.95,522.35,0,0-12,3,-0.7535452697595948,1.310625169146216
Male,1,0,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.8,587.7,0,25-48,1,-1.2338028887419183,-1.1291241811097075
Female,0,1,0,50,1,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),75.7,3876.2,0,49-72,0,1.0496614812698608,-0.19046095656313658
Male,0,1,0,61,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,62.15,3778.85,0,49-72,0,1.0565412886871637,-0.8167684228573072
Female,0,0,0,15,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.25,1457.25,1,13-24,3,-0.05648850124663213,1.4131886059994114
Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),115.15,8349.45,0,49-72,0,3.5076207861933915,0.18411047636292482
Male,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,18.95,185.6,1,0-12,1,-1.8970555100547226,-0.5718840069962662
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.5,19.5,0,0-12,1,-2.1217981453386536,-0.3550814143210067
Female,0,0,0,12,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,86.55,1066.9,0,0-12,3,-0.47769755828176047,1.110707371635803
Female,0,0,0,37,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),28.6,973.55,1,25-48,2,-0.8629508963205939,-1.0313823809033924
Male,0,1,1,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.4,1226.45,0,49-72,2,-0.36648324237123664,-1.8477034167589708
Male,0,1,1,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.8,342.3,0,13-24,1,-1.6293572364763402,-0.7762896761118173
Male,0,0,1,21,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.65,985.05,0,13-24,1,-0.9540653550563404,-0.18692475579201673
Male,0,1,1,68,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Mailed check,56.4,3948.45,0,49-72,2,1.1752447576535168,-1.14589687158538
Male,1,0,0,12,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),73.3,828.05,0,0-12,3,-0.7617095799937559,0.7681472435127273
Female,1,0,0,2,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.35,41.85,1,0-12,1,-2.013824620205142,-0.2526700797003784
Female,0,1,0,62,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.35,6164.7,0,49-72,0,2.4126344855127795,0.12675555061572147
Female,1,0,0,29,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,98.65,2862.75,1,25-48,3,0.6374988507617618,0.960641790337895
Male,0,0,1,1,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,33.6,33.6,0,0-12,1,-1.8900115103342816,0.015917291708303152
Male,1,1,0,5,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),79.9,343.95,1,0-12,3,-0.9589739897651516,1.1281304418655342
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.7,20.7,0,0-12,1,-2.102071623210622,-0.32350705636106525
Male,0,0,1,62,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,104.05,6590.5,0,49-72,0,2.5811703908147003,0.18640752450361212
Female,0,1,1,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.25,717.95,0,25-48,2,-1.0958761951600142,-1.2197004625191556
Female,1,0,0,28,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,103.3,2890.65,1,25-48,3,0.6976509943819807,1.1070970867159688
Female,0,1,1,69,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,0,Credit card (automatic),73.7,4885.85,0,49-72,0,1.7527329958634674,-0.7402005880954677
Female,0,1,0,11,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),96.2,1222.05,1,0-12,3,-0.29947946674096965,1.3854313842944683
Female,0,1,0,63,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,108.75,6871.7,0,49-72,0,2.762677081308743,0.2778994908406229
Male,0,0,0,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.15,405.6,0,13-24,1,-1.4895799409052646,-0.8924280518870049
Male,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.75,208.25,0,0-12,1,-1.8543825663476212,-0.5761532374205287
Female,0,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.95,1801.9,0,49-72,2,0.12308334249338884,-1.964320121430321
Female,1,0,0,45,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,70.05,3062.45,0,25-48,2,0.6041075916776001,-0.19371571259246617
Female,0,1,1,70,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.05,1764.75,0,49-72,2,0.0583957599099977,-1.9886333092823976
Female,0,0,1,22,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.75,1816.75,0,13-24,3,-0.05562459045182,0.7958048084727661
Female,0,1,1,52,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,23.05,1255.1,0,49-72,2,-0.5232851521742546,-1.5561014783606397
Male,0,1,0,55,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,104.15,5743.05,1,49-72,0,2.1723426493623643,0.38496975701069447
Female,0,0,0,65,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),59.95,3921.1,0,49-72,0,1.1552040299422983,-0.9774658060319247
Female,0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.55,1463.45,0,49-72,2,-0.05644855793345586,-2.148508110520334
